Step,BathTUB,lampe
0,50000,50000
1,50000,50000
2,50000,50000
3,50000,50000
4,50000,50000
5,50000,50000
6,50000,50000
7,50000,50000
8,50000,50000
9,49228,50000
10,49228,50000
11,47528,50000
12,47528,50000
13,47528,50000
14,47528,50000
15,47528,50000
16,47477,50000
17,47428,50000
18,44941,50000
19,44941,50000
20,44941,50000
21,44873,50000
22,44676,50000
23,44351,50000
24,44283,50000
25,44215,50000
26,44161,50000
27,44161,50000
28,44161,50000
29,44161,50000
30,44161,50000
31,30918,50000
32,30048,50000
33,29980,50000
34,29934,50000
35,29934,50000
36,29934,50000
37,29934,50000
38,29934,50000
39,29934,50000
40,29934,50000
41,27336,50000
42,27297,50000
43,27297,50000
44,27243,50000
45,27189,50000
46,27135,50000
47,27081,50000
48,27027,50000
49,26133,50000
50,26107,50000
51,26107,50000
52,26107,50000
53,26107,50000
54,26107,50000
55,26107,50000
56,26107,50000
57,26107,50000
58,26107,50000
59,26107,50000
60,53292,50000
61,41298,50000
62,41177,50000
63,41056,50000
64,41048,50000
65,41048,50000
66,41048,50000
67,41048,50000
68,41048,50000
69,41048,50000
70,41048,50000
71,41048,50000
72,46695,50000
73,46695,50000
74,46695,50000
75,46695,50000
76,46695,50000
77,46695,50000
78,46695,50000
79,46695,50000
80,46695,50000
81,46695,50000
82,46566,50000
83,46437,50000
84,46179,50000
85,45999,50000
86,45870,50000
87,45745,50000
88,45745,50000
89,45745,50000
90,45745,50000
91,45745,50000
92,38857,50000
93,38857,50000
94,38857,50000
95,38857,50000
96,38857,50000
97,38857,50000
98,38857,50000
99,38857,50000
100,38857,50000
101,38857,50000
102,38857,50000
103,20985,50000
104,20985,50000
105,20985,50000
106,20864,50000
107,20795,50000
108,20795,50000
109,20795,50000
110,20795,50000
111,20795,50000
112,20795,50000
113,20795,50000
114,20795,50000
115,20795,50000
116,20795,50000
117,20795,50000
118,20795,50000
119,20795,50000
120,20795,50000
121,20795,50000
122,20795,50000
123,20795,50000
124,20795,50000
125,20795,50000
126,20795,50000
127,20795,50000
128,20795,50000
129,20795,50000
130,20795,50000
131,20795,50000
132,20795,50000
133,16095,50000
134,16095,50000
135,15906,50000
136,15717,50000
137,15528,50000
138,15361,50000
139,15240,50000
140,15205,50000
141,15205,50000
142,15205,50000
143,15205,50000
144,35876,50000
145,35876,50000
146,35876,50000
147,35876,50000
148,35876,50000
149,35876,50000
150,35876,50000
151,35876,50000
152,35876,50000
153,35876,50000
154,35876,50000
155,35876,50000
156,35876,50000
157,35876,50000
158,35876,50000
159,35876,50000
160,35876,50000
161,35876,50000
162,35808,50000
163,35740,50000
164,35672,50000
165,35604,50000
166,35536,50000
167,35468,50000
168,35400,50000
169,35332,50000
170,35264,50000
171,35196,50000
172,35156,50000
173,35156,50000
174,35156,50000
175,35156,50000
176,35156,50000
177,35156,50000
178,35156,50000
179,35156,50000
180,35156,50000
181,35156,50000
182,35156,50000
183,35156,50000
184,35156,50000
185,35156,50000
186,35156,50000
187,35156,50000
188,35156,50000
189,35156,50000
190,35156,50000
191,35156,50000
192,35156,50000
193,35156,50000
194,35156,50000
195,35156,50000
196,35156,50000
197,35156,50000
198,35156,50000
199,35156,50000
200,35156,50000
201,35156,50000
202,35156,50000
203,35156,50000
204,35156,50000
205,35156,50000
206,35156,50000
207,35156,50000
208,32570,50000
209,32570,50000
210,32570,50000
211,32570,50000
212,32570,50000
213,32570,50000
214,32570,50000
215,32570,50000
216,32570,50000
217,32570,50000
218,32570,50000
219,32570,50000
220,32570,50000
221,32570,50000
222,32570,50000
223,32570,50000
224,32570,50000
225,32570,50000
226,32570,50000
227,32570,50000
228,32570,50000
229,32570,50000
230,32570,50000
231,32570,50000
232,32570,50000
233,32516,50000
234,32462,50000
235,32408,50000
236,32354,50000
237,32300,50000
238,32246,50000
239,32192,50000
240,32138,50000
241,32084,50000
242,32030,50000
243,31980,50000
244,31980,50000
245,31980,50000
246,31980,50000
247,31980,50000
248,31980,50000
249,31980,50000
250,31980,50000
251,31980,50000
252,31980,50000
253,31980,50000
254,31980,50000
255,31980,50000
256,31980,50000
257,31980,50000
258,31980,50000
259,31980,50000
260,31980,50000
261,31980,50000
262,31980,50000
263,31980,50000
264,31980,50000
265,31980,50000
266,31980,50000
267,31980,50000
268,31980,50000
269,31980,50000
270,31980,50000
271,31980,50000
272,31980,50000
273,31980,50000
274,31980,50000
275,70042,50000
276,70042,50000
277,70042,50000
278,70042,50000
279,70042,50000
280,70042,50000
281,70042,50000
282,70042,50000
283,70042,50000
284,70042,50000
285,70042,50000
286,70042,50000
287,70042,50000
288,70042,50000
289,70042,50000
290,70042,50000
291,70042,50000
292,70042,50000
293,70042,50000
294,70042,49946
295,70042,49892
296,70042,49780
297,70042,49726
298,70042,49672
299,70042,49620
300,70042,49620
301,70042,49340
302,70042,49340
303,70042,46978
304,69921,46978
305,69800,46978
306,69679,46909
307,69558,41932
308,69472,41900
309,69472,41900
310,69472,41900
311,69472,41780
312,69472,41780
313,69472,41780
314,69472,41780
315,69472,41726
316,69472,41672
317,69472,41511
318,69472,41382
319,69472,41330
320,69472,41330
321,69472,41330
322,69472,41330
323,69472,41262
324,69472,41194
325,69472,41126
326,69472,41058
327,69472,41030
328,69472,41030
329,69472,41030
330,69472,41030
331,69472,41030
332,69472,41030
333,69472,41030
334,69472,40909
335,69472,40890
336,69472,40890
337,69472,40890
338,69472,40630
339,69472,40630
340,69472,40630
341,69472,40630
342,69472,40630
343,69472,40630
344,69472,40630
345,69472,40630
346,69472,40630
347,69472,40630
348,69472,40630
349,62584,40630
350,62584,40630
351,62584,40576
352,62584,40228
353,62584,40174
354,62584,40120
355,62584,40116
356,62584,40116
357,62584,40116
358,62584,40116
359,62584,40116
360,62584,40116
361,62584,40116
362,62584,40116
363,62584,40116
364,62584,40116
365,62584,40116
366,62584,40116
367,62584,40116
368,62584,40116
369,62584,40116
370,62584,40116
371,62584,40116
372,62584,40116
373,62584,40116
374,62584,40116
375,62584,40116
376,62584,40116
377,62584,40116
378,62584,40116
379,62584,39616
380,62584,39616
381,62584,39616
382,62584,39596
383,62584,39596
384,62584,39596
385,62584,39596
386,62584,39596
387,62584,39596
388,62584,39596
389,62584,39596
390,62584,39596
391,62584,39596
392,62584,39596
393,62584,39596
394,62584,39596
395,62584,39596
396,62584,39096
397,62455,39096
398,62326,39096
399,62197,39096
400,62068,39096
401,61939,39096
402,61810,39096
403,61734,39045
404,61734,39036
405,61734,39036
406,61734,39036
407,61734,39036
408,61734,39036
409,61734,39036
410,61734,39036
411,61734,39036
412,61734,39036
413,61734,39036
414,61734,39036
415,61734,39036
416,61734,39036
417,61734,39036
418,61734,39036
419,61734,39036
420,61734,39036
421,61734,39036
422,61734,39036
423,61734,39036
424,61734,39036
425,61734,39036
426,61734,39036
427,61734,69918
428,61734,69918
429,61734,69918
430,61734,69918
431,61734,69918
432,61734,69918
433,61734,69918
434,59148,69918
435,59148,69918
436,59148,69918
437,59148,69918
438,59148,69918
439,59148,69918
440,59148,69918
441,59148,69918
442,59148,69918
443,59148,69918
444,59148,69918
445,59148,69918
446,59148,69918
447,59148,69918
448,59148,69918
449,59148,69918
450,59148,69918
451,59148,69918
452,59148,69918
453,59148,69918
454,59148,69918
455,59148,69918
456,59148,69918
457,59148,69918
458,59148,69918
459,59148,69918
460,59148,69918
461,59148,69918
462,59148,69918
463,59148,69918
464,59148,69918
465,59019,69918
466,58890,69918
467,58761,69918
468,58632,69918
469,58568,69918
470,58568,69918
471,58568,69918
472,58568,69918
473,58568,69918
474,58568,69918
475,58568,69918
476,58568,69918
477,58568,69918
478,58568,69918
479,58568,69918
480,58568,69918
481,58568,69918
482,58568,69918
483,58568,69918
484,58568,69918
485,58568,69918
486,58568,69918
487,58568,69918
488,58568,69918
489,58568,69918
490,58568,69918
491,58568,69918
492,58568,69918
493,58568,69918
494,58568,69918
495,58568,69918
496,58568,69918
497,58568,69918
498,58568,69918
499,58568,69918
500,58568,69918
501,58568,69918
502,58568,69918
503,58568,69918
504,58568,69918
505,58568,69918
506,58568,69918
507,58568,69918
508,58568,69918
509,58568,69918
510,58568,69918
511,58568,69918
512,58568,69918
513,58568,69918
514,58568,69918
515,58568,69918
516,58568,69918
517,58568,69918
518,58568,69918
519,51680,69918
520,51680,69918
521,51680,69918
522,51680,69918
523,51680,69918
524,51680,69918
525,51680,69918
526,51680,69918
527,51680,69797
528,51680,69768
529,51680,69714
530,51680,69660
531,51680,69608
532,51680,69608
533,51680,69608
534,51680,69608
535,51680,69557
536,51680,69506
537,51680,69455
538,51680,69428
539,51680,66842
540,51680,66842
541,51680,66562
542,51680,66562
543,51680,66562
544,51680,66562
545,51680,61684
546,51680,61615
547,51680,61546
548,51680,61480
549,51680,61426
550,51680,61394
551,51680,61394
552,51680,61394
553,51680,61394
554,51680,61343
555,51680,61241
556,51680,61139
557,51680,61037
558,51680,60940
559,51680,60889
560,51680,60864
561,51680,60864
562,51680,60864
563,51680,60864
564,51680,60864
565,51680,60864
566,51680,60864
567,51680,60864
568,51680,60864
569,51551,60864
570,51422,60743
571,51293,60694
572,51164,60694
573,51035,60694
574,50906,60694
575,50777,60694
576,50750,60694
577,50750,60694
578,50750,60694
579,50750,60694
580,50750,60625
581,50750,60056
582,50750,59987
583,50750,59984
584,50750,59704
585,50750,59704
586,50750,59704
587,50750,59704
588,50750,59704
589,50750,59635
590,50750,59566
591,50750,59554
592,50750,59485
593,50750,59454
594,50750,59454
595,50750,59454
596,50750,59454
597,50750,59454
598,47664,59454
599,47664,59454
600,47664,59454
601,47664,59454
602,47664,59454
603,47664,59454
604,47664,59454
605,47664,59454
606,47664,59454
607,47664,59454
608,47664,59454
609,47664,59454
610,47664,59454
611,47664,59454
612,47664,59403
613,47664,59352
614,47664,59301
615,47664,59250
616,47664,59199
617,47664,59174
618,47664,59174
619,47664,59174
620,47664,59174
621,47664,59174
622,47664,59174
623,47664,59174
624,47664,59174
625,47664,59174
626,47664,59174
627,47664,59174
628,47664,59174
629,47664,59174
630,47664,59174
631,47664,59174
632,47664,59174
633,47664,59174
634,45206,59174
635,45206,59174
636,45206,59174
637,45137,59174
638,45068,59174
639,45006,59174
640,45006,59105
641,45006,59036
642,45006,58967
643,45006,58964
644,45006,58964
645,45006,58964
646,45006,58964
647,45006,58964
648,42644,58964
649,42644,58964
650,42644,58964
651,42644,58964
652,42644,58964
653,42644,58964
654,42644,58964
655,42644,58964
656,42644,58964
657,42644,58964
658,42644,58964
659,42644,58964
660,42644,58964
661,42644,58964
662,42644,58964
663,42644,58964
664,42644,58964
665,42523,58964
666,42404,58964
667,42404,58964
668,42404,58964
669,42404,58964
670,42404,58964
671,42404,58964
672,42404,58913
673,42404,58862
674,42404,58811
675,42404,58760
676,42404,58709
677,42404,58684
678,42404,58684
679,42124,58684
680,42124,58684
681,42124,58684
682,42124,58684
683,42124,58684
684,42124,58684
685,42124,58684
686,42124,58684
687,42124,58684
688,42124,58684
689,42003,58684
690,41882,58684
691,41761,58684
692,41519,58684
693,41279,58684
694,41158,58684
695,41037,58684
696,40924,58684
697,40924,58684
698,40924,58684
699,40924,58615
700,40924,58546
701,40924,58477
702,40924,58474
703,40924,58474
704,40924,58474
705,40924,58474
706,40924,58474
707,40924,58474
708,40924,58474
709,40924,58474
710,40873,58474
711,40822,58474
712,40774,58474
713,40774,58474
714,40774,58474
715,40774,58474
716,40774,58474
717,40774,58474
718,40774,58474
719,40774,58474
720,40774,58474
721,40774,58474
722,40774,58474
723,37563,58474
724,37563,58474
725,37563,58474
726,37563,58474
727,37563,58474
728,37563,58474
729,37563,58474
730,37563,58474
731,37563,58423
732,37563,58372
733,37563,58321
734,37563,58270
735,37563,58219
736,37442,58194
737,37343,58194
738,37343,58194
739,37343,58194
740,37343,58194
741,37049,58194
742,37049,58194
743,37049,58194
744,37049,58194
745,37049,58194
746,37049,58194
747,37049,58194
748,37049,58194
749,37049,58194
750,37049,58194
751,37049,58194
752,37049,58194
753,37049,58194
754,37049,58194
755,37049,58194
756,37049,58194
757,37049,58194
758,37049,58125
759,37049,58056
760,37049,57987
761,37049,57984
762,37049,57984
763,37049,57984
764,37049,57984
765,37049,57984
766,37049,57984
767,37049,57984
768,37049,57984
769,37049,57984
770,37049,57984
771,37049,57984
772,37049,57984
773,37049,57984
774,37049,57984
775,37049,57984
776,37049,57984
777,37049,57984
778,37049,57984
779,37049,57984
780,37049,57984
781,37049,57984
782,37049,57984
783,37049,57984
784,37049,57984
785,37049,57984
786,36928,57984
787,36807,57984
788,36686,57984
789,36565,57984
790,36444,57984
791,36323,57984
792,36202,57984
793,36199,57984
794,36199,57984
795,36199,57984
796,36199,57984
797,36199,57984
798,36199,57984
799,36199,57984
800,36199,57984
801,36199,57984
802,36199,57863
803,36199,57713
804,36199,57684
805,36199,57684
806,36199,57684
807,36199,57633
808,36199,57582
809,36199,57544
810,36199,57544
811,36199,57544
812,36199,57279
813,36199,57279
814,36199,57279
815,36199,57279
816,36199,57279
817,36199,57279
818,36199,57228
819,36199,57177
820,36199,57149
821,36199,57149
822,36199,57149
823,36199,57149
824,36199,57149
825,36199,57149
826,36199,57149
827,33059,85114
828,33059,85114
829,33059,85114
830,33059,85114
831,33059,85114
832,33059,85114
833,33059,85114
834,33059,85114
835,33059,85114
836,33059,85114
837,33059,85114
838,33059,85114
839,33059,85114
840,33059,85114
841,33059,85114
842,33059,85114
843,33059,85114
844,33059,85114
845,33059,85114
846,47577,85114
847,47577,85114
848,47577,85114
849,47577,85114
850,47577,85114
851,47577,85114
852,47577,85114
853,47577,85114
854,47577,85114
855,47577,85114
856,47577,85114
857,47577,85114
858,47577,85114
859,47577,85114
860,47577,85114
861,47577,85114
862,47577,85114
863,47577,85114
864,47577,85114
865,47577,85114
866,47577,85114
867,47577,85114
868,47577,85114
869,47577,85114
870,47577,85114
871,47577,85114
872,47577,85114
873,47577,85114
874,47456,85114
875,47335,85114
876,47214,85114
877,47093,85114
878,46972,85114
879,46851,85114
880,46837,85114
881,46837,85114
882,46837,85114
883,46837,85114
884,46837,85114
885,46837,85114
886,46837,85114
887,44965,85114
888,44965,85114
889,44965,85114
890,44965,85114
891,44965,85114
892,44965,85114
893,44965,85114
894,44965,85114
895,44965,85114
896,44965,85114
897,44965,85114
898,44965,85114
899,44965,85114
900,44965,85114
901,44965,85114
902,44965,85114
903,44965,85114
904,44965,85114
905,44965,85114
906,44965,85114
907,44965,85114
908,44965,85114
909,44965,85114
910,44965,85114
911,44965,85114
912,44965,85114
913,44965,85114
914,44965,85114
915,44965,85114
916,44965,85114
917,44965,85114
918,44965,85114
919,44965,85114
920,42474,85114
921,42474,85114
922,42474,85114
923,42474,85114
924,42474,85114
925,42474,85114
926,42474,85114
927,42474,85114
928,42474,85114
929,42474,85114
930,42474,85114
931,42474,85114
932,42474,85114
933,42474,85114
934,42474,85114
935,42474,85114
936,42474,85114
937,42474,85114
938,42474,85114
939,42474,85114
940,42474,85114
941,42474,85114
942,42474,85114
943,42474,85114
944,42474,85114
945,42474,85114
946,42474,85114
947,42474,85114
948,42474,85114
949,42474,85114
950,42474,85114
951,42474,85114
952,42474,85114
953,42474,85114
954,42474,85114
955,42474,85114
956,42474,85114
957,42474,85114
958,42474,85114
959,42474,85114
960,42474,85114
961,42474,85114
962,42474,85114
963,42474,85114
964,42474,85114
965,42474,85114
966,42474,85114
967,42474,85114
968,42474,85114
969,42345,85114
970,42216,85114
971,42087,85114
972,41958,85114
973,41829,85114
974,41700,85114
975,41614,85114
976,41614,85114
977,41614,85114
978,41614,85114
979,41493,85114
980,41454,85114
981,41454,85114
982,41454,85114
983,41454,85114
984,41454,85114
985,41454,85114
986,41454,85114
987,41454,85114
988,41454,85114
989,41160,85114
990,41160,85114
991,41160,85114
992,41160,85114
993,41160,85114
994,41160,85114
995,41160,85114
996,41160,85114
997,38798,85114
998,38677,85114
999,38638,85114
1000,38638,85114